"01161901BLRS,52636,1,43481,43481,Sedan,178184SE,Chevrolet,Cruze,2018,31087,15057.9"
"01161902FPJW,52613,2,43481,43481,Sedan,280419SE,Chrysler,200,2018,40186,15390.1"
"01161902WHPT,52464,2,43481,43482,Sedan,280894SE,Hyundai,Sonata,2017,45476,19654.8"
"01161902YTSH,52519,2,43481,43482,Pickup,277631PI,Ford,F-150,2016,64657,32560"
"01161903HLCH,52471,3,43481,43486,Pickup,379254PI,Chevrolet,Silverado,2018,27940,37396.7"
"01161903VGAL,52777,3,43481,43484,Coupe,381932CO,Nissan,370Z,2015,33836,23100"
"01161903VWDC,52971,3,43481,43485,Sedan,377162SE,Chevrolet,Malibu,2019,23389,19360"
"01161903WVCN,52658,3,43481,43485,SUV,379784SU,Honda,CR-V,2016,38419,17600"
"01161904AVCK,52417,4,43481,43482,Sedan,484476SE,Ford,Focus,2018,21482,15178.9"
"01171901OZRP,52586,1,43482,43486,Pickup,184496PI,Chevrolet,Silverado,2017,117850,46074.6"
"01171901RHIC,52532,1,43482,43485,Pickup,181557PI,Ram,1500,2017,8993,42890.1"
"01171901RXGS,52566,1,43482,43482,SUV,183470SU,Volvo,XC60,2014,111621,17259"
"01171901YZAF,52566,1,43482,43485,Sedan,183091SE,Kia,Sorento,2018,14225,21162.9"
"01171901ZTQI,52620,1,43482,43485,SUV,179708SU,Ford,Escape,2016,29751,18663.7"
"01171902BXBU,52481,2,43482,43484,Sedan,276894SE,Hyundai,Sonata,2015,66538,11950.4"
"01171903FJAK,52995,3,43482,43485,Sedan,375111SE,Chrysler,300,2017,49621,19798.9"
"01171903GAXP,52995,3,43482,43483,Sedan,376282SE,Chevrolet,Malibu,2019,31946,18040"
"01171903GTZT,52495,3,43482,43483,Pickup,377065PI,Toyota,Tacoma,2018,24017,42784.5"
"01171903IVPJ,52971,3,43482,43482,Sedan,384913SE,Toyota,Camry,2018,45291,17490"
"01171903QSIP,52857,3,43482,43486,Sedan,377967SE,Lincoln,MKZ,2016,44993,20894.5"
"01171904VWSN,52930,4,43482,43482,Sedan,483176SE,Hyundai,Elantra,2015,74700,12974.5"
"01181901BQTZ,52800,1,43483,43485,SUV,179172SU,Ford,Edge,2015,90595,16490.1"
"01181901UEEE,52636,1,43483,43484,Sedan,177406SE,Hyundai,Elantra,2019,19176,15950"
"01181901WAMM,52693,1,43483,43486,Pickup,179710PI,GMC,Sierra,2018,38134,43450"
"01181902DJHB,52898,2,43483,43483,SUV,276772SU,Toyota,Highlander,2016,50144,32266.3"
"01181902DVIN,52372,2,43483,43483,Sedan,284679SE,Hyundai,Accent,2015,85101,7700"
"01181903EXAO,52857,3,43483,43485,Sedan,377559SE,Honda,Accord,2013,66705,17559.3"
"01181903HBZA,52577,3,43483,43487,SUV,378811SU,Jeep,Compass,2017,28808,20790"
"01181903MUUT,52471,3,43483,43486,SUV,384858SU,Chevrolet,Tahoe,2019,29567,58289"
"01181903NSGV,52577,3,43483,43486,SUV,380135SU,Dodge,Journey,2019,24622,19690"
"01181903XZLM,52995,3,43483,43485,Sedan,376948SE,BMW,5-Series,2016,43321,32725"
"01181904UGVA,52596,4,43483,43487,Sedan,481522SE,Volkswagen,Passat,2015,81083,10754.7"
"01181904UMDB,52417,4,43483,43486,Sedan,480185SE,Honda,Civic,2016,25843,14575"
"01191901BCTM,52586,1,43484,43484,SUV,176195SU,BMW,X5,2016,81292,30622.9"
"01191901GZIY,52656,1,43484,43488,Sedan,175914SE,Buick,Regal,2014,113877,12045"
"01191901HTHI,52568,1,43484,43488,Sedan,179549SE,Chevrolet,Cruze,2019,3515,26730"
"01191901SNHG,52532,1,43484,43487,Sedan,175213SE,Nissan,Versa,2017,24118,11352"
"01191901YQCE,52656,1,43484,43485,SUV,184686SU,Ford,Flex,2014,63030,15891.7"
"01191902YJKP,52705,2,43484,43486,Pickup,283707PI,Toyota,Tundra,2018,20011,42874.7"
"01191902ZQHI,52464,2,43484,43486,Pickup,281012PI,Ford,F-150,2018,20220,33976.8"
"01191903YZXI,52658,3,43484,43486,Sedan,379919SE,Chevrolet,Sonic,2015,43828,8437"
"01201901AMYF,52800,1,43485,43485,Coupe,183106CO,smart,fortwo,2015,54211,9894.5"
"01201901KIAS,52656,1,43485,43485,SUV,184666SU,Jeep,Wrangler,2019,2185,31894.5"
"01201901NPAV,52532,1,43485,43486,Sedan,184592SE,BMW,5-Series,2016,26742,37345"
"01201901TBKJ,52608,1,43485,43486,Pickup,181929PI,GMC,Sierra,2015,54845,25958.9"
"01201902ESSM,52702,2,43485,43486,SUV,284680SU,Chevrolet,Equinox,2017,34419,21446.7"
"01201902JDSS,52481,2,43485,43490,SUV,277915SU,Toyota,Highlander,2017,53506,32990.1"
"01201902LJYP,52898,2,43485,43490,SUV,276844SU,Buick,Enclave,2019,15228,32994.5"
"01201902LPNV,52898,2,43485,43485,SUV,282793SU,Jeep,Grand Cherokee,2013,91063,20130"
"01201903BUVD,52857,3,43485,43486,Pickup,375608PI,Ford,F-150,2013,61586,22550"
"01201903DGJD,52971,3,43485,43488,Pickup,381909PI,GMC,Canyon,2018,21944,24614.7"
"01201903IZJO,52577,3,43485,43486,SUV,381700SU,Kia,Soul,2014,105942,8236.8"
"01201904IKAG,52596,4,43485,43489,Sedan,479559SE,Hyundai,Sonata,2015,57930,12650"
"01201904QJXJ,52596,4,43485,43487,Pickup,479118PI,Ford,F-150,2018,33402,36846.7"
"01201904THMV,52959,4,43485,43490,SUV,482562SU,Toyota,4Runner,2018,15419,37400"
"01211901AJLX,52443,1,43486,43490,Sedan,179464SE,Toyota,Corolla,2019,21833,16490.1"
"01211901IMST,52532,1,43486,43490,Sedan,179620SE,Toyota,Corolla,2019,24246,18700"
"01211901KVEW,52620,1,43486,43486,Sedan,176066SE,Ford,Focus,2018,50466,15394.5"
"01211901QFLI,52877,1,43486,43491,Sedan,182890SE,Nissan,Maxima,2018,34956,25190"
"01211901WIAY,52566,1,43486,43490,Coupe,181240CO,Dodge,Challenger,2018,29492,20898.9"
"01211901WLMM,52620,1,43486,43487,Sedan,181936SE,Buick,LaCrosse,2019,23067,33990"
"01211901WVRJ,52608,1,43486,43490,Coupe,178846CO,Volkswagen,Golf,2018,12426,23758.9"
"01211902FRQW,52481,2,43486,43488,SUV,277840SU,GMC,Acadia,2019,22629,39050"
"01211902KUDG,52613,2,43486,43491,SUV,280689SU,BMW,X5,2017,22931,45882.1"
"01211902MTRO,52519,2,43486,43488,Pickup,280290PI,Chevrolet,Silverado,2016,21381,37398.9"
"01211902THCS,52519,2,43486,43488,Sedan,280457SE,Honda,Civic,2016,33015,15394.5"
"01211903ATFQ,52471,3,43486,43486,Sedan,380694SE,Ford,Fiesta,2016,40080,14238.4"
"01211903HCVQ,52658,3,43486,43488,SUV,381491SU,Ford,Expedition,2017,91086,31714.1"
"01211903HQDK,52806,3,43486,43486,SUV,378936SU,Kia,Soul,2019,19503,18150"
"01211903QOHM,52577,3,43486,43490,Sedan,377144SE,Cadillac,ATS,2019,16300,32986.8"
"01211903TWPA,52777,3,43486,43486,SUV,378089SU,GMC,Acadia,2014,130030,13627.9"
"01211903XVES,52577,3,43486,43487,Sedan,379087SE,Mercedes-Benz,S-Class,2017,37845,59944.5"
"01211903ZDBU,52995,3,43486,43487,Sedan,383519SE,Kia,Optima,2015,84282,16368"
"01211904IVXO,52943,4,43486,43486,Sedan,476752SE,Hyundai,Elantra,2019,38430,15230.6"
"01211904MLFD,52580,4,43486,43490,Sedan,482690SE,Nissan,Altima,2019,33020,17490"
"01211904QWOP,52366,4,43486,43489,SUV,477616SU,Chevrolet,Tahoe,2017,81825,38375.7"
"01211904SYVR,52417,4,43486,43490,Minivan,479663MI,Chrysler,Town & Country,2014,124661,13079"
"01211904XXQZ,52747,4,43486,43490,SUV,481574SU,Ford,Escape,2019,31641,23644.5"
"01221901DYDU,52558,1,43487,43488,Sedan,175979SE,Volkswagen,Passat,2018,12425,19250"
"01221901ECOY,52656,1,43487,43492,Sedan,179020SE,Nissan,Versa,2018,39745,12864.5"
"01221901IWTT,52532,1,43487,43487,Sedan,182728SE,Nissan,Altima,2016,24156,14284.6"
"01221901MALO,52586,1,43487,43487,Sedan,183134SE,Nissan,Altima,2019,2301,23590.6"
"01221901NYYX,52608,1,43487,43489,Sedan,177134SE,BMW,3 Series,2016,41080,20339"
"01221901OIJY,52586,1,43487,43491,SUV,180911SU,Nissan,Rouge,2018,36890,20885.7"
"01221901QUGA,52620,1,43487,43489,Sedan,175407SE,Honda,Civic,2017,32744,14737.8"
"01221901SSBA,52636,1,43487,43487,Pickup,182699PI,Nissan,Frontier,2016,65136,22390.5"
"01221902EFMV,52519,2,43487,43490,SUV,280315SU,Ford,Explorer,2017,35388,26400"
"01221902HNGF,52481,2,43487,43488,SUV,283218SU,Hyundai,Tuscon,2015,60190,13795.1"
"01221902LMLQ,52663,2,43487,43491,Minivan,277473MI,Dodge,Grand Caravan,2018,35139,18590"
"01221902LVTG,52647,2,43487,43489,SUV,278895SU,Ford,Explorer,2018,34703,38448.3"
"01221903DITS,52971,3,43487,43489,Pickup,383484PI,Ford,F-150,2016,58188,26395.6"
"01221903LIXS,52806,3,43487,43488,SUV,384328SU,Honda,Pilot,2014,63497,21971.4"
"01221903PBXP,52682,3,43487,43491,Sedan,383499SE,Toyota,Camry,2019,27908,19385.3"
"01221904MMDS,52951,4,43487,43492,SUV,483393SU,GMC,Yukon,2019,15349,54994.5"
"01221904WYUW,52959,4,43487,43491,Sedan,484419SE,Nissan,Sentra,2016,33683,13198.9"
"01231901CRWT,52656,1,43488,43491,SUV,177859SU,INFINITI,QX80,2019,16096,56360.7"
"01231901JCNU,52566,1,43488,43492,SUV,179144SU,Buick,Enclave,2019,40686,32450"
"01231901OQEL,52693,1,43488,43491,Pickup,178852PI,Chevrolet,Silverado,2018,29325,62136.8"
"01231901SBYC,52566,1,43488,43492,SUV,183894SU,Toyota,RAV4,2017,35604,19592.1"
"01231901SWRX,52636,1,43488,43491,Sedan,178940SE,Honda,Accord,2016,57903,21330.1"
"01231901UIYB,52877,1,43488,43488,SUV,182052SU,Toyota,4Runner,2017,46601,38470.3"
"01231902BVHY,52756,2,43488,43489,Pickup,282853PI,Chevrolet,Silverado,2014,60774,28424"
"01231902MJYU,52663,2,43488,43493,Sedan,280293SE,Toyota,Corolla,2019,4676,17598.9"
"01231902NCEJ,52372,2,43488,43488,SUV,281221SU,Toyota,RAV4,2015,48417,21436.8"
"01231902QHPK,52519,2,43488,43491,Sedan,279865SE,Toyota,Camry,2017,13426,18686.8"
"01231902QOPQ,52413,2,43488,43489,Sedan,278096SE,Chevrolet,Impala,2016,23616,27489"
"01231902QSPG,52519,2,43488,43490,SUV,284045SU,Buick,Encore,2016,28455,19906.7"
"01231902SMZP,52702,2,43488,43489,SUV,283314SU,Ford,Escape,2015,78478,13194.5"
"01231903GILI,52682,3,43488,43488,Sedan,381555SE,Nissan,Altima,2019,26364,18040"
"01231903GWXB,52471,3,43488,43491,Sedan,384250SE,Lexus,GS,2017,18463,37389"
"01231903RTVJ,52879,3,43488,43489,Sedan,379020SE,Ford,Fusion,2016,46797,18698.9"
"01231903VRDF,52798,3,43488,43489,Sedan,384521SE,Dodge,Dart,2016,28997,16277.8"
"01231903ZTEE,52857,3,43488,43489,SUV,381047SU,Land Rover,Range Rover,2015,46097,29838.6"
"01231904FBDE,52666,4,43488,43491,Sedan,484392SE,Hyundai,Accent,2017,10088,12650"
"01231904RKMZ,52417,4,43488,43488,SUV,484577SU,BMW,X3,2019,6962,43998.9"
"01231904URGA,52585,4,43488,43489,Coupe,480375CO,MINI,Cooper,2016,17875,19786.8"
"01231904WISM,52930,4,43488,43491,SUV,475029SU,Toyota,RAV4,2017,63175,17600"
"01241901AYTC,52608,1,43489,43492,Pickup,180689PI,Ram,2500,2017,38128,43439"
"01241901DLKG,52566,1,43489,43494,Sedan,181849SE,Ford,Focus,2014,50030,10440.1"
"01241901GRWC,52656,1,43489,43489,SUV,178877SU,Ford,Escape,2016,42235,17441.6"
"01241901NCGX,52608,1,43489,43494,Sedan,179031SE,Chrysler,200,2017,26866,11990"
"01241901NJGC,52877,1,43489,43491,Pickup,183701PI,Chevrolet,Silverado,2017,59280,42620.6"
"01241901UTHL,52532,1,43489,43492,SUV,184042SU,Ford,Explorer,2019,27305,36756.5"
"01241902KSOX,52413,2,43489,43491,Minivan,279730MI,Honda,Odyessy,2017,48693,30233.5"
"01241902LXCR,52464,2,43489,43492,SUV,280977SU,Ford,Edge,2017,23990,26394.5"
